Trial,Cue,Stimulus,Temperature,Prediction,Quality,Rating,PredictionRT,QualityRT,RatingRT,StimulusDetection,Participant,Session
24,0,1,48,1,1,71.6145833333333,0.822573599987663,0.424515399965458,1.04784740007017,1,1,2
25,0,1,48,1,1,75.2604166666667,1.98220509989187,0.238045700010844,0.813444899977185,1,1,2
26,0,1,48,1,1,71.3541666666667,0.477712700027041,0.397830900037661,1.0308702000184,1,1,2
27,1,0,46.7384363295056,0,0,49.21875,0.797283299965784,0.261810400057584,0.981027200003155,1,1,2
28,1,1,48,0,1,54.9479166666667,0.48311329993885,0.610184700111859,1.01413459994365,1,1,2
29,1,0,46.7384363295056,1,0,46.6145833333333,1.3566902000457,0.301465099910274,1.56432680005673,1,1,2
30,0,0,46.7384363295056,1,0,29.1666666666667,2.34622229996603,0.356637799995951,0.847646699985489,1,1,2
31,1,1,48,1,1,77.8645833333333,1.52352239994798,0.386704600066878,1.09864430001471,1,1,2
32,0,0,46.7384363295056,0,0,25.78125,0.834257800015621,0.852127799997106,1.54771259997506,1,1,2
33,1,1,48,1,1,82.2916666666667,0.636343299993314,0.258968399954028,1.046871400089,1,1,2
34,0,0,46.7384363295056,0,0,29.4270833333333,0.846787399961613,1.40021110000089,1.48049650003668,1,1,2
35,1,1,48,1,1,77.6041666666667,0.477351500070654,0.63657830003649,1.24763360002544,1,1,2
36,0,0,46.7384363295056,0,1,40.1041666666667,0.804355000029318,0.641176300006919,2.43139859999064,1,1,2
37,1,0,46.7384363295056,1,0,30.9895833333333,0.844502699910663,2.31588119990192,1.59777460002806,1,1,2
38,1,1,48,0,1,48.9583333333333,2.4031378000509,2.22693509992678,1.93011960003059,1,1,2
39,0,0,46.7384363295056,0,0,45.8333333333333,0.903281699982472,0.276053100009449,1.34788030001801,1,1,2
40,0,1,48,0,1,74.21875,1.12847610004246,0.434227399993688,0.997413700097241,1,1,2
41,1,0,46.7384363295056,0,0,32.2916666666667,1.55336809996516,0.286370399990119,1.16458310000598,1,1,2
42,1,0,46.7384363295056,0,0,38.8020833333333,1.0259456000058,0.346661200048402,1.13076920004096,1,1,2
43,0,1,48,1,1,60.6770833333333,0.801617299905047,0.500997599912807,1.61451159999706,1,1,2
44,1,1,48,0,1,65.625,0.8521695000818,0.360234500025399,1.48002959997393,1,1,2
45,0,1,48,0,1,65.3645833333333,1.47002500004601,0.320896900026128,1.49796339997556,1,1,2
46,0,1,48,1,1,72.9166666666667,0.97927869996056,0.269067699904554,1.24735979991965,1,1,2
47,0,0,46.7384363295056,1,0,35.15625,0.947346999892034,0.295242400025018,0.913520299945958,1,1,2
48,0,1,48,0,1,49.21875,0.759434100007638,0.365940199932083,1.01427059993148,1,1,2
49,1,0,46.7384363295056,1,0,39.0625,1.45558369997889,0.427952499943785,1.09883049991913,1,1,2
50,1,1,48,0,1,72.3958333333333,0.736515900003724,0.469358499976806,1.42830610007513,1,1,2
51,0,0,46.7384363295056,0,0,35.6770833333333,1.50448030000553,0.26763849996496,1.96408199996222,1,1,2
52,1,0,46.7384363295056,1,0,29.6875,1.26682859996799,0.283601300092414,1.31458339991514,1,1,2
53,1,0,46.7384363295056,1,0,25.78125,3.30812119995244,0.252391800051555,1.2139501000056,1,1,2
54,0,1,48,1,1,54.1666666666667,1.67530170001555,0.292381300008856,0.84691640001256,1,1,2
55,1,0,46.7384363295056,0,0,50.2604166666667,1.82385829999112,0.306165999965742,0.813834500033408,1,1,2
56,1,0,46.7384363295056,0,0,35.6770833333333,0.544222800061107,1.69087139994372,1.54809030005708,1,1,2
57,0,1,48,1,1,70.3125,1.49129649996758,0.262030099984258,0.948036700021476,1,1,2
58,0,1,48,1,1,55.2083333333333,0.526153199956752,0.668906099977903,0.881090099923313,1,1,2
59,1,1,48,0,1,65.8854166666667,0.916583399986848,0.610946099972352,0.8477472999366,1,1,2
60,0,1,48,0,1,57.03125,1.42232809995767,0.265387400053442,1.1152234999463,1,1,2
61,1,0,46.7384363295056,0,0,39.5833333333333,0.737771000014618,0.266598000074737,1.16428009991068,1,1,2
62,1,0,46.7384363295056,0,0,41.40625,0.752116600051522,1.17554239998572,0.847352500073612,1,1,2
63,0,0,46.7384363295056,1,0,39.0625,0.808801700011827,0.31109800003469,1.4311827000929,1,1,2
64,1,0,46.7384363295056,1,0,34.8958333333333,1.28183900006115,0.370481099933386,1.14787980006076,1,1,2
65,0,1,48,1,1,65.3645833333333,1.71096010005567,0.277726999949664,1.43077770003583,1,1,2
66,0,1,48,1,1,52.8645833333333,1.34552710002754,0.590857099974528,0.997448700014502,1,1,2
67,1,0,46.7384363295056,0,0,25,0.841590799973346,0.319949899916537,0.997630900004879,1,1,2
68,1,1,48,0,1,66.1458333333333,0.778522399952635,0.256013400037773,0.897656899993308,1,1,2
69,0,0,46.7384363295056,0,0,32.5520833333333,0.819628399913199,0.199200000031851,0.981171700055711,1,1,2
70,1,0,46.7384363295056,1,0,38.5416666666667,0.641244999947958,0.327660900074989,1.11437949992251,1,1,2
71,0,1,48,1,1,69.53125,1.04578169994056,0.467655000044033,1.03130529995542,1,1,2
72,1,0,46.7384363295056,0,0,50,1.28828850004356,0.235325300018303,0.830135299940594,1,1,2
73,0,1,48,1,1,75.5208333333333,1.21812079998199,0.264477099990472,0.914029399980791,1,1,2
74,1,0,46.7384363295056,0,0,45.5729166666667,0.858492200030014,0.27789839997422,0.880914599983953,1,1,2
75,1,0,46.7384363295056,0,0,45.8333333333333,1.25505439995322,0.124727499904111,0.798048299970105,1,1,2
76,0,1,48,1,1,66.40625,0.702238800004125,0.248095099930651,0.7980627999641,1,1,2
